Dates,EIM IS Equity,AXSB IS Equity,BJFIN IS Equity,SBILIFE IS Equity,RELIANCE IS Equity,ITC IS Equity,MM IS Equity,SBIN IS Equity,HNDL IS Equity,TATA IS Equity,SUNP IS Equity,TTAN IS Equity,HDFCB IS Equity,BPCL IS Equity,CIPLA IS Equity,APNT IS Equity,ONGC IS Equity,JSTL IS Equity,WPRO IS Equity,DRRD IS Equity,HMCL IS Equity,HUVR IS Equity,INFO IS Equity,KMB IS Equity,LT IS Equity,MSIL IS Equity,ADE IS Equity,NEST IS Equity,NTPC IS Equity,LTIM IS Equity,IIB IS Equity,APHS IS Equity,HCLT IS Equity,PWGR IS Equity,BAF IS Equity,COAL IS Equity,ICICIBC IS Equity,BHARTI IS Equity,ADSEZ IS Equity,TCS IS Equity,TTMT IS Equity,HDFCLIFE IS Equity,DIVI IS Equity,UTCEM IS Equity,UPLL IS Equity,TECHM IS Equity,BJAUT IS Equity,BRIT IS Equity,GRASIM IS Equity,TATACONS IS Equity,NIFTY Index
19-02-2021,2584.65,749.65,1025.05,881.5,1895.21,215.95,879.25,399.55,308,67.07,607.3,1425.55,1539.1,430,807.35,2416.45,105.1,395.65,429.95,4681.45,3389.7,2181.1,1291.3,1938.75,1508.8,7323,781.9,16376.4,104.2,3820.65,1065.9,2919.95,950.15,130.61,5497.95,139.25,624.05,570.64,653.5,3071.85,311.85,710.65,3523.2,6208.5,552.8,993.95,4001.1,3331.2,1218,616.95,14981.75
22-02-2021,2482.35,719.45,1000.06,849.05,1829.43,207.05,837.1,389.5,316.1,68.46,595.3,1405.25,1548,422.55,792.45,2387.05,106.3,406.1,418.7,4469.25,3414.15,2167.6,1265.2,1949.6,1452.2,7086.45,805.9,16096.3,102.05,3793.7,1022.9,2929.55,920.15,126.53,5376.85,136.25,609.85,559.79,673.8,2958.45,304.5,690.6,3496.65,6175.1,539.75,950.7,3971.55,3341.2,1230.5,618.3,14675.7
23-02-2021,2514.7,715.95,1000.87,869.7,1843.42,208.5,840.95,395.6,333.05,72.93,604.05,1424.05,1529.15,435.25,790.95,2372.2,112.2,412.6,415.5,4495.15,3405.45,2179.25,1266.35,1872.95,1486.3,6970.5,799.65,16169.95,103.4,3754.55,1048.3,2996.75,909.95,127.18,5383.7,136.9,616.3,555.13,662,2980.2,324,705.7,3448.25,6268.45,566.4,945.75,3912.25,3335.95,1231.5,627.5,14707.8
24-02-2021,2535.8,749.4,1019.96,871.55,1877.62,208.85,849.6,406.25,332.8,72.77,601.45,1451.85,1606.45,438.7,789.05,2361.35,113.6,408.1,423.1,4435.55,3441.6,2178.85,1274.3,1911.2,1526.6,6952.95,805.2,16346.15,103.2,3718.75,1070,3059.65,916,125.3,5562.9,144.4,641.1,562.39,665.2,2948.1,321.65,718.8,3480.05,6414.55,553.95,960.05,3931.85,3405.55,1250.2,625.95,14982
25-02-2021,2551.95,770.65,1026.45,872.4,1953.56,209.15,859,407.25,350.7,74.29,609.55,1434.45,1606.4,461.55,809.15,2373.75,119.05,421.75,421.3,4480.15,3434.4,2163.3,1274.55,1895.5,1506.45,6930.35,843.5,16113.9,108,3656.5,1109.75,3091.35,929.25,128,5529.95,156.1,628,568.48,704.3,2995.3,333.15,733.5,3440.05,6383.3,593,957.8,3944.8,3405,1270.45,628.5,15097.35
26-02-2021,2498.6,724.8,964.86,866.9,1900.22,203.85,806.4,390.15,340.25,71.52,594.6,1406.9,1534.4,449.85,787.05,2277.2,111,395.45,410.3,4426.55,3224,2132.05,1253.3,1780.35,1442.5,6866.15,833.65,16101.6,107.3,3599.85,1062.95,3058.65,909.45,120.54,5264.9,152.2,597.75,546.05,675.9,2894.3,322.95,700.65,3363.1,6115,561.55,918.85,3798.7,3363.75,1200.8,609.15,14529.15
01-03-2021,2556.15,728.55,977.41,876.4,1914.7,206.9,819.45,394.95,344.1,73.04,604.45,1452.15,1558.9,455.25,789.8,2362.3,117.05,405.1,414.4,4453.4,3350.2,2143.4,1267,1845.4,1472.85,7015,851.5,16292.45,108.45,3608.05,1067.95,3081.15,930.35,127.83,5266.8,154.35,608.35,522.39,692.9,2924.2,328.3,705.25,3461.55,6365.05,590.6,936,3814.05,3411.8,1265.95,624.55,14761.55
02-03-2021,2602.3,731.25,987.7,879.15,1918.62,209.9,860.05,394.2,345.25,73.55,614.2,1471.15,1568.2,469,811.8,2390.4,113.5,413.3,430.4,4404.7,3476.4,2177.95,1304.5,1844.65,1485.65,7214.1,872.55,16576.15,112.55,3832.8,1073.35,3087.3,953.75,126.59,5316.3,153.4,610.5,531.23,720.5,3006.35,345.75,720.8,3516.9,6423.1,589.45,967.1,3944.05,3447.95,1294.75,632.35,14919.1
03-03-2021,2599.05,753.95,1039.56,906.45,2006.17,209.95,852.05,405.05,359.35,77.72,624.35,1474.6,1586.85,466.35,812.5,2402.1,114,428.15,435.5,4502.55,3424.35,2193.5,1343.55,1899.5,1496.9,7124.7,915.35,16699.25,112.7,3911.15,1099.75,3057,965.25,127.97,5542.9,154.9,632.1,536.23,729.85,3059.1,348.5,727.5,3565.15,6500.5,613.6,976,3901.1,3481.15,1318.1,636.9,15245.6
04-03-2021,2593.2,736.8,1013,915.9,1982.26,209.7,845.25,395.65,349.45,75.8,618.95,1470.5,1552.05,463.9,806.75,2417.1,112.7,414.1,438.8,4575.05,3419.85,2196.9,1330.35,1897.7,1462.6,7131.6,918.4,16661.8,110.8,3924.7,1091.95,3042.1,958,126.65,5485.9,152.05,620.75,529.66,752.45,3049.7,339.2,720.5,3553.45,6775.55,615.45,968.05,3879.05,3501.9,1350.4,631.1,15080.75
05-03-2021,2587.75,730.75,995.81,903.55,1984.85,208.55,840.4,383.65,337.85,73.33,611.2,1474.2,1530,461.8,805.15,2387.1,114.95,406.4,420.85,4492.5,3461.7,2201.1,1316.7,1922.5,1463.55,7249,909.9,16782.9,108.7,3845.15,1039.9,2879.5,941.5,123.89,5444.9,151.1,609.45,522.98,748.95,3008.05,325.15,717.25,3496.9,6810.3,591.55,959.7,3852.85,3491.75,1339.35,622.65,14938.1
08-03-2021,2583.25,743.3,983.91,923.85,1996.15,208,851,389.6,336.6,73.72,614.8,1456.75,1519.5,466.7,809.25,2382.7,118.25,407.85,416.9,4492.25,3463.95,2174.55,1335.75,1915.85,1515.2,7259.5,910.2,16852.45,110.55,3866.2,1018.25,2866.6,961.9,123.83,5320.65,153.15,608.05,516.01,748.4,3006.95,321.25,722.95,3507.7,6668.15,629.95,968.5,3798.75,3463.2,1344.25,616.05,14956.2
09-03-2021,2592.7,745.45,996.92,971.3,1996.1,207.8,852,387.6,333.25,70.68,612.6,1456.9,1562.5,445.9,797,2422.7,116.75,401.6,419.2,4448.3,3448.85,2198.5,1345.55,1978.95,1508.3,7301.55,905.2,16910.8,109.5,3896.5,1024.8,2886.1,973.15,121.5,5415.05,151.7,625.1,512.13,750.75,3050.95,315.2,740.2,3503.2,6697.4,624.9,988.15,3798.75,3426.75,1366.35,611.7,15098.4
10-03-2021,2672.3,760.75,999.15,940.75,1987.81,206.5,863.8,387.7,340.35,72.45,626,1471.25,1555.75,445.5,812.4,2431.95,114.4,414,426.7,4500.4,3419.35,2227.85,1368.15,1963.95,1524.2,7272.1,898.15,16931.45,109.65,4128.95,1039.85,2904.1,988.5,121.02,5545.05,150.95,625.6,516.16,745.35,3070.95,321.45,731.35,3528.1,6764.05,621.3,1008.75,3867.55,3480.35,1385.05,620.95,15174.8
11-03-2021,2672.3,760.75,999.15,940.75,1987.81,206.5,863.8,387.7,340.35,72.45,626,1471.25,1555.75,445.5,812.4,2431.95,114.4,414,426.7,4500.4,3419.35,2227.85,1368.15,1963.95,1524.2,7272.1,898.15,16931.45,109.65,4128.95,1039.85,2904.1,988.5,121.02,5545.05,150.95,625.6,516.16,745.35,3070.95,321.45,731.35,3528.1,6764.05,621.3,1008.75,3867.55,3480.35,1385.05,620.95,15174.8
12-03-2021,2637.5,750.6,993.41,914.2,1947.41,205.2,855.8,381.1,330.2,72,613.6,1482.5,1551.95,457.55,805.95,2401.35,115.05,418.75,425.2,4426.5,3350.55,2204.75,1374.85,1935.15,1514,7096.2,894.1,16722.45,109.1,4016.05,1022.65,2976.35,979.25,123.78,5557.85,150.5,612.85,514.54,728.15,3057.95,317.55,710.8,3512.05,6638.15,620.3,1003.25,3746.4,3434.25,1379.5,615.25,15030.95
15-03-2021,2669.45,744.4,968.91,920,1921.26,205.45,844.4,383.9,333.8,73.64,605.5,1492.2,1528.65,460.55,805.5,2355,114.35,429.65,426.35,4342.25,3264.15,2210.85,1373.6,1918.65,1483.75,7089.3,896.2,16833.05,110.5,4087.35,1038.65,2996.6,992.35,126.08,5439.05,146.9,603.5,513.21,719.05,3066.15,318.55,704.15,3411,6561.45,621.35,1026.65,3664.65,3450.4,1384.1,607.65,14929.5
16-03-2021,2661.05,737.75,961.33,914.05,1913.7,207.85,842.85,378.55,333.9,72.41,602.3,1500.95,1512.15,453.85,792.3,2468.6,115.1,425.95,429.3,4449.7,3255.05,2244.05,1384,1903.2,1461.8,7150.3,897.8,16741.95,109.55,4115.95,1034.7,3073.25,1007.25,126.25,5455.95,145.7,594.95,519.55,717.35,3110.05,319.95,703.05,3378.25,6639.95,620.25,1026.55,3654.45,3489.1,1384.5,610.65,14910.45
17-03-2021,2647,727.9,952.51,888.95,1872.48,210.6,836.95,368.15,326.4,70.44,584.75,1472.55,1495.35,432.05,772.15,2422.95,109.35,422.5,419.65,4355.85,3190.55,2226.3,1387,1868.35,1437.65,7064.65,873.9,16455.75,106.55,4048.3,1008.95,2997.4,987.45,124,5359.8,139.85,589.5,513.26,688.25,3112.95,305.8,689.8,3378.3,6520.25,609.2,1020.05,3569.6,3467.9,1367.1,603.35,14721.3
18-03-2021,2664.6,718.75,943.02,890.45,1830.34,217.65,845.65,367.1,331.8,70.49,574.55,1468.2,1491,426.9,755.15,2404.55,110.2,423.15,410.15,4212.75,3107.2,2215.2,1337.1,1830.4,1428.1,7113.75,871.05,16201.25,103.8,4007.45,1002.8,2958.7,947.75,124.34,5371.85,137.05,578.6,517.48,679.65,3036.5,307,680.85,3272.9,6510.05,601.3,996.2,3664.5,3439.65,1387.8,594.9,14557.85
19-03-2021,2661.5,726.25,944.07,906.7,1896.76,222.95,850.3,371.15,335.1,73.3,578.3,1465.45,1497.5,432.95,760.65,2411.25,110.5,440.55,410.5,4274.45,3119.15,2312.05,1344.45,1834.15,1411.25,7113.55,889.65,16450.85,108.5,4075.1,1011.9,2934.6,960.45,129.49,5453.25,136.3,586.65,520.18,686.25,3050.2,308.95,688.45,3370.3,6672,625.45,989.45,3650.05,3466.6,1411.25,600.25,14744
22-03-2021,2676.85,716.2,940.59,900.2,1878.9,226,853.05,367,339.75,74.35,591,1460.3,1469.15,439.35,772.85,2425.7,109.6,445.3,414.45,4353.95,3095.85,2353.2,1370.8,1822.65,1400.05,7101.25,991.05,16588.05,109.85,4093.1,968.15,2905.1,978.75,125.75,5389.35,135.65,573.45,518.27,721.9,3129.65,303.05,679.85,3405.95,6728,628.15,1013.55,3664.75,3564.4,1413.9,620.55,14736.4
23-03-2021,2702.75,730.55,940.52,898.9,1901.77,222.2,844.65,372.7,331.7,74.11,587.85,1495.35,1500.15,436.5,776.1,2410.3,107.15,441.8,415.5,4372.25,3067.45,2337.3,1371.55,1812.65,1404.35,7186.25,1058.4,16681.35,108.65,4034.5,990.05,2946.75,980.85,123.19,5378.8,135.25,586.4,519.5,738.55,3142.6,307.4,683.55,3495.95,6939.1,633.35,1013.85,3678.35,3568.4,1411.25,634.1,14814.75
24-03-2021,2660.65,706.4,920.21,880.7,1865.14,215.95,811.4,359.85,317.75,70.28,585.3,1488.15,1478.8,429.95,792.95,2443.55,104.8,437.35,411,4350.5,3033.85,2318.6,1353.75,1782.45,1369.15,7066.2,1025.45,16448.1,106,3972.2,958.7,2919.6,975.65,124.34,5270.3,132.3,567.5,514,706.85,3121.1,294.45,676.5,3481.15,6858.65,608.85,992.15,3603.55,3537.75,1387.65,629.1,14549.4
25-03-2021,2580.45,694.6,905.75,864.1,1814.26,211.6,791.7,355.2,314,72.32,575.75,1450.85,1463.35,418.95,787.25,2402.2,102,438,399.65,4380.55,2941.65,2237.05,1333.8,1762.9,1371.1,6786.85,981.55,16170.1,103,3837.7,957.8,2809.35,957.05,121.73,5122.2,128.1,571.55,498.39,688.25,3064.85,285.55,667,3450.2,6666.5,595.65,968.7,3501.6,3443.85,1372.75,614.85,14324.9
26-03-2021,2560.55,698.2,946.75,873.95,1817.18,210.9,799.35,357.2,327.15,76.69,587.2,1505.85,1491.3,424.2,787.45,2505.15,102.4,445.2,403.9,4406,2937.8,2317.9,1336.2,1771.05,1398.3,6784.45,988.3,16571.75,104.2,3947.25,952.75,2851.7,958.55,120.71,5183.05,129.6,578.55,512.87,703.05,3066.8,296.4,671.7,3464.95,6735.25,585.4,991,3600.05,3504.6,1405.6,628.3,14507.3
29-03-2021,2560.55,698.2,946.75,873.95,1817.18,210.9,799.35,357.2,327.15,76.69,587.2,1505.85,1491.3,424.2,787.45,2505.15,102.4,445.2,403.9,4406,2937.8,2317.9,1336.2,1771.05,1398.3,6784.45,988.3,16571.75,104.2,3947.25,952.75,2851.7,958.55,120.71,5183.05,129.6,578.55,512.87,703.05,3066.8,296.4,671.7,3464.95,6735.25,585.4,991,3600.05,3504.6,1405.6,628.3,14507.3
30-03-2021,2639.95,695.35,950.24,872.15,1848.75,214.55,795,360.8,326.3,80,597.7,1552.2,1553.7,430.8,812.2,2578.05,103.5,467.45,418.1,4518.2,2963.85,2398.75,1385.3,1781.25,1423.55,6851.8,1031.55,17165,107.7,4163,961.05,2925.6,995.8,124.51,5193.55,132.95,591.45,511.89,710.55,3158.55,297.05,687.75,3584.25,6785.6,627.95,1016.9,3666.7,3616,1422.6,628.9,14845.1
31-03-2021,2603.95,697.45,966.86,880.85,1824.88,218.5,795.25,364.3,326.85,81.19,597.8,1558.05,1493.65,427.95,815.1,2537.4,102.15,468.45,414.15,4516,2913.6,2431.5,1368.05,1753,1418.9,6859.2,1031.15,17165.2,106.55,4054.3,954.45,2902.65,982.65,121.3,5149.85,130.35,582.1,507.77,702.4,3177.85,301.8,696.2,3622.8,6737.95,641.85,991.45,3670.6,3625.05,1450.55,638.9,14690.7
01-04-2021,2631.15,713,978.95,883.45,1841.96,220.05,807.6,370.65,350.25,86.31,610.75,1559.35,1486.75,437.4,818.3,2551.75,104.35,508.75,416.4,4587.65,2956.1,2399.1,1385.2,1804.55,1444.6,6923.9,1107.2,17083.15,107.9,4112.8,993.3,2894.05,1002.6,123.02,5272.15,132.15,594.4,511.2,736.25,3165,307.75,691,3616.1,6898.85,653.6,992.15,3743.05,3618.5,1454.5,650.15,14867.35
02-04-2021,2631.15,713,978.95,883.45,1841.96,220.05,807.6,370.65,350.25,86.31,610.75,1559.35,1486.75,437.4,818.3,2551.75,104.35,508.75,416.4,4587.65,2956.1,2399.1,1385.2,1804.55,1444.6,6923.9,1107.2,17083.15,107.9,4112.8,993.3,2894.05,1002.6,123.02,5272.15,132.15,594.4,511.2,736.25,3165,307.75,691,3616.1,6898.85,653.6,992.15,3743.05,3618.5,1454.5,650.15,14867.35
05-04-2021,2517.2,685.25,948.17,872.55,1815.31,212.55,774.45,353.55,350.65,86.78,608.8,1535,1449.6,428.05,819.75,2510.65,103.45,517.5,425.45,4556.6,2886.9,2373.2,1409.9,1759.2,1403.8,6768.55,1138.25,16880.55,106.3,4269.5,937.35,2919.5,1033.5,120.46,4962.5,129.8,571.25,518.51,742.25,3238.9,305.05,682.15,3611.05,6795.8,646.25,997.7,3598.5,3700.35,1446.5,644.95,14637.8
06-04-2021,2486.6,677.9,951.95,897.55,1807.75,212.65,781.1,350.55,350.45,86.29,620.45,1525.5,1440.25,428.1,836.15,2611.6,103.95,537.45,427.15,4619.25,2887.95,2408.3,1411.05,1768.3,1401,6751.3,1225.4,17081.7,106.05,4257.55,927.25,2983.55,1028.4,117.68,4993.1,130.3,565.9,522.39,835.55,3264.7,307.75,697.15,3688.1,6736.65,661.35,991.35,3615.5,3730.6,1432.55,674.55,14683.5
07-04-2021,2538.2,688.25,953.96,918.5,1824.65,213.8,796.3,358.55,352.2,87.49,621.05,1514.1,1447.2,428.2,840.85,2628.6,104.65,562.3,438,4692.65,2941.6,2405.25,1430.2,1792,1404.15,6865,1165.55,17409.85,105.45,4298.45,945.55,3097.8,1037.2,118.43,5077.1,131.25,577.65,531.62,814.75,3271.4,307.8,699.85,3698.95,6760.05,654.45,1002.4,3680.2,3808.55,1437.4,665.75,14819.05
08-04-2021,2553,681.6,965.48,908.5,1826.93,213.25,795.15,355.6,365.2,91.84,614.25,1571.3,1432.8,430.55,842,2650.65,103.6,614.1,442.1,4689.05,2928,2409.9,1439.85,1783.25,1419.15,6826.85,1162.5,17689.9,105,4326.05,934.9,3114.6,1037.5,117.56,5029.5,131.65,576.7,532.99,823,3317.35,313.95,701.45,3715.15,6971.25,651.6,1029,3649.8,3816.75,1447.8,670.7,14873.8
09-04-2021,2521.6,668.2,962.91,910.1,1805.7,213.1,791.15,353,361.05,89.95,636.75,1592,1421.75,425.6,883.05,2630.8,103.8,621,450.1,4760.3,2912.9,2476,1441.05,1799.25,1404.1,6827.1,1201.4,17592.4,102.8,4378.6,923.65,3132.15,1045.4,117.17,4872.3,129.5,566.2,535.2,823.6,3322.25,318.2,694.85,3752.35,6825.85,634.9,1053,3651.3,3797.7,1440,679.8,14834.85
12-04-2021,2427.2,635.6,916.32,872.45,1741.11,205.3,751.5,328.85,336.2,85.16,619.35,1510.45,1367.05,403.95,902.4,2602.2,98.05,604.15,432.6,4996.95,2786.1,2462,1425.75,1742.5,1345.15,6520.6,1074.4,17501.7,99.05,4257.75,844.4,3004.75,1009.4,113.15,4511,124.7,538.55,512.82,744.65,3246.55,286.55,687.3,3779.65,6509.4,589.55,1039.85,3541,3812.75,1376.6,655.6,14310.8
13-04-2021,2493.85,661,980.67,897.8,1759.92,208.7,811.25,341,348.7,87.9,627.35,1530.6,1400.35,409.4,885.2,2570.7,102.05,630.35,418.95,4777.3,2865.35,2454.4,1397.15,1775.85,1373.7,6815.8,1106.35,17168.85,100.6,4108.25,877.4,2980.75,983.4,117.42,4728.75,127.95,560.6,526.27,731.05,3104.05,302.85,706.1,3718.45,6604.45,604.6,1001.85,3602.45,3746,1392.2,663.95,14504.8
14-04-2021,2493.85,661,980.67,897.8,1759.92,208.7,811.25,341,348.7,87.9,627.35,1530.6,1400.35,409.4,885.2,2570.7,102.05,630.35,418.95,4777.3,2865.35,2454.4,1397.15,1775.85,1373.7,6815.8,1106.35,17168.85,100.6,4108.25,877.4,2980.75,983.4,117.42,4728.75,127.95,560.6,526.27,731.05,3104.05,302.85,706.1,3718.45,6604.45,604.6,1001.85,3602.45,3746,1392.2,663.95,14504.8
15-04-2021,2412.6,668.85,973.97,908.7,1771.31,206.7,805.1,342.7,353.55,89.82,633.25,1538.55,1430.1,404.85,914.2,2587.7,105.1,629.1,430.7,4845.55,2862.55,2460.65,1360.75,1773.25,1374.65,6644.25,1129.95,16875.65,101.35,4045.2,858.35,2993.5,991.9,116.89,4660.3,128.25,575.2,529.41,750.35,3218.95,303.5,694.45,3783.4,6539.3,607.35,993.15,3597.5,3692.7,1349.25,659.3,14581.45
16-04-2021,2434.85,669.2,982.48,914.2,1760.19,207.95,821.65,339.9,370,89.03,646.05,1549.05,1428.65,413.8,938.05,2663.7,107.3,619.4,469.2,4893.25,2894.85,2458.9,1353.75,1764.1,1359.15,6648.1,1159,17252.1,102.45,4089.9,862.95,3061,1012.75,118.04,4616.6,127.85,566.95,530.78,755.5,3195.15,310,690.65,3821.85,6715.2,611.75,1010.3,3634.65,3696.5,1353.2,671.3,14617.85
19-04-2021,2370.35,648.15,946.99,906.25,1732.5,205.6,794.95,331.15,361.4,88.81,640.65,1518.7,1412.4,408.75,946.3,2571.9,103.05,615.8,472.75,4968.1,2785.55,2436.65,1362.55,1700.75,1310.45,6511.75,1136.35,17089.95,99.05,4063.35,832,3157.4,994.6,113.18,4479.6,124.6,559.75,516.75,720.95,3161.8,301.4,665.95,3807.1,6509.75,597.45,1000.1,3515.55,3742.8,1324.7,664.1,14359.45
20-04-2021,2340,651.75,981.94,898.95,1732,203.55,811.15,329.5,359.35,89.4,645.15,1522.9,1391.4,408.1,949.3,2553.65,102.85,620.6,470.1,5156.75,2823.7,2397.45,1351.35,1697.7,1331.5,6646.65,1142.75,17095.65,99.05,3969.25,845,3269.65,961.3,114.58,4613.65,124.5,559.1,520.43,720.45,3144.55,298.05,685.2,3779.7,6200.85,591.75,983.4,3600.9,3729.9,1291.9,680.1,14296.4
21-04-2021,2340,651.75,981.94,898.95,1732,203.55,811.15,329.5,359.35,89.4,645.15,1522.9,1391.4,408.1,949.3,2553.65,102.85,620.6,470.1,5156.75,2823.7,2397.45,1351.35,1697.7,1331.5,6646.65,1142.75,17095.65,99.05,3969.25,845,3269.65,961.3,114.58,4613.65,124.5,559.1,520.43,720.45,3144.55,298.05,685.2,3779.7,6200.85,591.75,983.4,3600.9,3729.9,1291.9,680.1,14296.4
22-04-2021,2337.85,658.7,985.39,914.4,1736.78,205.9,799.7,336.65,355.85,92.14,639.95,1480.85,1422.5,418.35,944.35,2511.25,103.1,640.75,486.65,5199.85,2851.15,2349.4,1351.1,1736.05,1336.8,6650.1,1157.8,16790.45,98.95,3915.25,835.7,3228.95,961.9,114.44,4688.7,125.05,579.2,521.07,737.8,3118.8,294.55,679.05,3755.25,6092.3,591.6,967.8,3681.4,3752,1300.2,665.5,14406.15
23-04-2021,2317.3,671.35,991.67,922.85,1734.91,205.35,777.9,336.45,349.5,92.56,637.95,1461.45,1414.15,423.05,935.6,2517.95,102.4,635.4,475.7,5066.7,2864.05,2307.75,1333.8,1734.2,1322.9,6676.1,1157.6,16625.7,102.55,3901.05,850,3200.05,955.65,118.77,4667.8,126.15,569.95,512.97,725.35,3109.5,294,686.35,3779.75,6067.9,585.4,950.2,3672.5,3650.3,1278.1,664.6,14341.35
26-04-2021,2369.85,700.45,1000.18,942.5,1765.43,205.3,780.5,344.3,348.35,94.08,634.7,1479.85,1404.8,418.9,905.4,2557.9,102.8,655.8,480.3,5066.7,2864.55,2360.65,1343.55,1759.65,1335.9,6638.9,1173.35,16870.6,102.4,3934.05,859.55,3174.65,928.8,121.39,4736.55,126.95,591.1,517.83,730.75,3100.8,295.4,704.45,3784.35,6275.9,590.65,962.2,3738.85,3539.2,1312.35,670.2,14485
27-04-2021,2400.1,699.55,1009.14,928.75,1811.71,205.4,778.4,353.05,366.25,97.78,639.25,1495.1,1438.7,420.35,912.4,2574.35,103.2,665.9,485.05,5057.25,2905.5,2379.85,1348.5,1750.3,1380.65,6568.75,1191.15,16779,102.05,3909.7,882.45,3191.05,928.85,121.87,4865.05,127.5,598.75,524.45,749.15,3132,301.5,678.75,3908.95,6326.8,597.45,969.25,3785.5,3541.2,1331.2,673.7,14653.05
28-04-2021,2521.2,708.15,1048.93,930.4,1819.59,205.5,782.1,363.4,362.6,97.14,643.4,1508.85,1476.8,417.5,910.2,2614.55,103.9,662.65,489.3,5044.45,2926.25,2406.55,1356,1811.45,1375.9,6573.8,1185.2,16633.8,103.6,3890.85,926.9,3199.25,923.8,124.26,5280.9,128.5,621.35,534.27,746.25,3124.1,305.9,672.6,3882.6,6360.8,608.05,977.4,3889.75,3478.75,1341.15,677.15,14864.55
29-04-2021,2462.9,719.4,1117.66,928.2,1843.96,204.3,774.6,359.4,372.15,103.14,644.5,1506.8,1472.5,419.55,906.5,2613.45,104.05,726.5,489.85,5102.3,2860.1,2407.6,1356.35,1805,1358.65,6565.65,1182.3,16502.55,103.05,3851,939.45,3238.9,909.55,123.83,5484.85,128.05,621.45,530.88,746.75,3115.25,301.9,674.65,3910.85,6382.45,615.8,976.9,3836.45,3468.9,1350.7,671.85,14894.9
30-04-2021,2421.65,714.9,1104.17,928.7,1817.04,202.6,752.55,353.5,364.4,103.4,654.45,1491.65,1412.3,421.8,910.35,2536.4,108.15,717.85,492.75,5163.1,2819.15,2353.75,1354.35,1748.8,1340.45,6455.65,1158.7,16309.25,102.45,3890.25,934.95,3197.5,898.95,123.78,5451.9,133.05,600.5,526.86,730.05,3035.65,293.85,665.1,4062.35,6278.95,606.9,960.4,3833.75,3449,1401.75,669.5,14631.1
03-05-2021,2396.25,702.75,1104.17,958.6,1784.75,200.95,752.95,350.6,369.95,106.48,659.2,1423.95,1414.45,416,910.2,2582.15,107.7,723.25,487.35,5185.95,2793.25,2408,1352.05,1725.45,1342.5,6597.85,1255.55,16506.75,104.25,3923.6,913.6,3204.3,907.7,124.2,5551.15,132.2,596.75,548.55,761.4,3037,293,671.9,4074,6350.15,617.8,957.7,3851.85,3439.25,1414.55,677.1,14634.15
04-05-2021,2368,700.35,1098.65,982.9,1746.07,199.6,741.15,351.5,362.55,106.39,645.15,1402.9,1388.35,421.45,878.45,2587.15,109.65,715.4,481.95,5067.25,2776.75,2407.65,1329.4,1732.65,1337.6,6508.25,1262.5,16546.6,103.75,3846.4,910.15,3181.25,900.95,122.65,5615.75,132.8,591.55,542.27,768.75,3049.75,289.45,667.85,3985.35,6296.45,611.25,960.4,3830.35,3435.85,1415.95,645.25,14496.5
05-05-2021,2372.4,717.2,1111.45,973.1,1749.26,201.4,747.55,355.4,367.1,107.02,683.4,1428.4,1402.6,424.8,888.65,2567.65,111.1,717.7,490.6,5160.95,2788.2,2394.65,1341.5,1770.75,1338.65,6590.1,1267.5,16549.25,103.9,3915.15,931.15,3332.9,909.4,122.74,5515.15,133.15,602.8,549.63,738.1,3095.7,291.5,674.4,4035.45,6380.35,640.7,960.4,3843.8,3451.6,1420.9,649.05,14617.85
06-05-2021,2443.25,715.75,1102.8,969.4,1759.19,202.75,747.4,355.55,385.95,110.09,679.4,1444.4,1400.9,434,884.3,2549.05,110.25,729.8,512.3,5168.45,2913.3,2390,1361.6,1788.25,1339.9,6666.65,1286.75,16717.6,103.05,3812.35,924.95,3347.15,916,121.16,5528.8,134.6,608.2,548.45,740.8,3111.45,301.25,671.8,4063.05,6405.45,633,977.95,3941.2,3452.05,1447.9,653.1,14724.8
07-05-2021,2417.15,716.75,1131.85,1000.25,1759.87,205.35,767.4,358.25,401.1,118.23,679.45,1446.5,1414.75,443.15,882.9,2551.65,111.45,756.95,515.25,5174.7,2860.8,2411.2,1352.55,1780.35,1342.7,6703.05,1298.9,16761.35,105.05,3768.6,926.2,3310.85,916.4,120.68,5493.8,136.85,607.1,558.02,767.75,3132.9,302.75,672.65,4029.1,6481.9,629.4,980.95,3866.75,3461.25,1449.6,629,14823.15
10-05-2021,2447.25,715.25,1133.2,1005,1754.82,205.55,780.45,361.7,425.75,121.64,698.2,1455.15,1419.85,453.7,900.25,2556.95,113.9,758.65,525.95,5327.55,2836.3,2432.9,1339.55,1809.35,1395,6764,1304.1,16787.3,107.7,3665.45,945.4,3323.7,913.95,123.67,5497.5,147.05,613.25,562,765.45,3145.5,314.85,680.05,4139.3,6403.1,674.6,990.5,3868.65,3413.8,1444.55,633.15,14942.35
11-05-2021,2471.2,707.35,1119.3,1000.95,1761.15,204,776,364.65,412.8,123.39,708.1,1435.25,1403.55,462.25,890.9,2556.25,118.1,734.25,518.4,5295.95,2838.35,2402.1,1330.65,1755.45,1383.6,6736.65,1303.5,16870.1,112.7,3618.85,948.85,3258.2,907.3,125.66,5424.7,155.7,609.85,557.92,762.65,3122.6,315.55,671.25,4073.6,6490.6,684.35,977.05,3879.3,3418.4,1450.15,641.6,14850.75
