Dates,EIM IS Equity,AXSB IS Equity,BJFIN IS Equity,SBILIFE IS Equity,RELIANCE IS Equity,ITC IS Equity,MM IS Equity,SBIN IS Equity,HNDL IS Equity,TATA IS Equity,SUNP IS Equity,TTAN IS Equity,HDFCB IS Equity,BPCL IS Equity,CIPLA IS Equity,APNT IS Equity,ONGC IS Equity,JSTL IS Equity,WPRO IS Equity,DRRD IS Equity,HMCL IS Equity,HUVR IS Equity,INFO IS Equity,KMB IS Equity,LT IS Equity,MSIL IS Equity,ADE IS Equity,NEST IS Equity,NTPC IS Equity,LTIM IS Equity,IIB IS Equity,APHS IS Equity,HCLT IS Equity,PWGR IS Equity,BAF IS Equity,COAL IS Equity,ICICIBC IS Equity,BHARTI IS Equity,ADSEZ IS Equity,TCS IS Equity,TTMT IS Equity,HDFCLIFE IS Equity,DIVI IS Equity,UTCEM IS Equity,UPLL IS Equity,TECHM IS Equity,BJAUT IS Equity,BRIT IS Equity,GRASIM IS Equity,TATACONS IS Equity,NIFTY Index
18-10-2010,127.2,296.39,49.75,#N/A N/A,472.65,114.37,350.6,316.77,211.4,60.61,204.91,160.8,239.84,116.53,326,265.9,227.39,131.88,156.48,1614.8,1802.25,296.95,388.38,254.55,895.73,1491.55,84.42,3208.05,172.83,#N/A N/A,261.45,515.65,111.61,60.05,73.84,#N/A N/A,202.94,294.94,158.95,490.63,231.31,#N/A N/A,351.68,1132.45,125.53,188.98,1519.7,211.95,377.55,129.6,6075.95
19-10-2010,127.2,293.7,49.15,#N/A N/A,471.27,113.67,350.75,311.66,206.35,59.4,204.79,159.33,236.89,117.96,331.95,263.57,225.1,129.1,155.36,1628.6,1836.75,297,376.28,252.48,887.02,1494.85,83.9,3314.55,170.21,#N/A N/A,265.1,529.6,109.81,59.26,72.99,#N/A N/A,203.55,294.89,165.55,483.88,232.34,#N/A N/A,350.45,1131.3,126.23,190.31,1514.45,212.18,379.31,129.75,6027.3
20-10-2010,124.35,291.04,47.97,#N/A N/A,473.55,112,349.55,309.44,203.15,57.76,203.77,158.59,233.56,119.04,333,260.44,225.08,125.97,155.19,1584.5,1838.7,293.4,377.33,250.8,891.11,1490.7,83.34,3312.1,171.17,#N/A N/A,263.1,517.8,106.53,58.64,74.4,#N/A N/A,202.53,289.53,164.75,481.63,229.07,#N/A N/A,351.05,1121,127.5,188.38,1487.15,213.05,371.16,129.35,5982.1
21-10-2010,124.93,301.26,48.24,#N/A N/A,488.08,116.23,356.4,319.51,213.35,58.95,212.09,160.73,236.51,120.16,345.25,263.53,226.68,127.11,157.25,1615.95,1852.65,306.45,379.31,251.5,908.09,1513.65,84.61,3405.25,171.42,#N/A N/A,264.8,518.7,105.9,59.4,74.97,#N/A N/A,205.38,303.81,174,493.1,230.94,#N/A N/A,354.8,1116,136.6,189.23,1490.2,215.23,375.5,130.4,6101.5
22-10-2010,124.34,292.8,47.47,#N/A N/A,488.15,114.13,350.8,320.62,211.9,57.93,213.98,160.26,232.67,119.92,344.35,262.36,223.98,125.51,150.14,1609.5,1853.95,301.25,381.64,247.23,897.49,1503.3,83.76,3403.85,170,#N/A N/A,274.5,516.55,104.21,60.13,75.09,#N/A N/A,205.79,300.52,171.2,520.1,227.33,#N/A N/A,356.63,1112.8,140.23,190.08,1486.55,212.9,376.52,128.55,6066.05
25-10-2010,125.32,292.91,47.73,#N/A N/A,492,112.77,357.35,323.92,221.2,58.19,213.78,164.5,230.47,120.55,352.8,262.07,224.48,123.93,143.93,1638.6,1862.95,306.3,377.39,251.03,904.29,1507,83.76,3442.7,172.96,#N/A N/A,274.8,512.3,106.14,58.36,76.87,#N/A N/A,207.65,303.9,164.3,533.48,234.61,#N/A N/A,360.4,1098,144.77,191.16,1490.1,212.53,379.39,128.45,6105.8
26-10-2010,129.32,291.9,46.98,#N/A N/A,495.84,114.5,358.48,318.08,217.75,56.82,212.84,174.55,230.14,118.25,355.45,259.2,220.7,122.58,143.95,1651.6,1864.2,298.25,376.73,246.05,906.91,1566.8,84.32,3449.3,171.04,#N/A N/A,270.65,512.6,105.76,57.49,76.17,#N/A N/A,205.66,296.33,163.85,531.3,236.41,#N/A N/A,359.85,1100.15,133.87,196.59,1498.8,209.73,378.54,127.35,6082
27-10-2010,128.43,289.41,46.54,#N/A N/A,493.09,111.9,364.48,318.79,219.45,57.68,209.91,179.4,225.43,117.02,350.55,250.26,216.42,127.73,144.07,1651.3,1859.3,293,372.53,240.05,894.84,1525.6,84.03,3398.65,165.21,#N/A N/A,270.85,507.9,104.33,57.29,75.53,#N/A N/A,201.23,290.16,160.35,524.1,236.67,#N/A N/A,355.45,1099.2,134.67,192.69,1479.1,207.95,376.25,127.25,6012.65
28-10-2010,127.46,288.96,45.8,#N/A N/A,488.24,111.37,366.53,318.83,216.3,56.65,211.8,174.04,226.67,120.03,350.15,264.84,217.31,131.97,142.83,1645.9,1907.75,291.3,371.36,238.95,889.13,1534.8,84.96,3463.15,161.71,#N/A N/A,270.45,510.35,102.6,56.22,74.87,#N/A N/A,198.01,298,154.4,526.45,235.99,#N/A N/A,346.23,1092.2,137.53,186.83,1488.95,210.58,380.22,128.95,5987.7
29-10-2010,128.1,294.21,46.2,#N/A N/A,494.67,114.13,366.85,315.06,210.5,55.29,211.01,177.61,227.99,121.68,352.95,268.77,217.34,134.2,140.39,1659.6,1865.25,294.7,371.46,232.13,901.24,1551.6,87.54,3484.45,162.75,#N/A N/A,263.6,521.9,100.95,56.48,75.24,#N/A N/A,211.45,293.49,151.9,526.45,229.34,#N/A N/A,346.15,1099.9,132.87,182.31,1510.95,206.83,373.82,124.65,6017.7
01-11-2010,129.85,302.72,45.91,#N/A N/A,493.29,114.57,383.25,319.84,212.95,55.53,219.07,189.63,234.92,125.8,356.6,270.51,219.89,134.4,141.71,1678.9,1838.35,294.55,375.21,234.08,926.24,1508.3,91.83,3550.4,161,#N/A N/A,285.95,522.6,101.95,56.62,77.59,#N/A N/A,224,302.19,155.2,526.7,231.64,#N/A N/A,349.68,1102.5,136.17,183.9,1530.75,206.58,387.45,124.55,6117.55
02-11-2010,132.63,305.32,46.38,#N/A N/A,485.01,115.6,378.8,320.19,215.35,56.2,219.05,190.94,235.04,128.79,350.75,279.28,221.73,132.92,145.11,1673.95,1852.95,294.6,378.38,237.23,948.09,1493.4,95.52,3552.6,161.46,#N/A N/A,276.3,517.85,101.51,56.31,78.35,#N/A N/A,223.88,296.74,153.15,524.73,228.4,#N/A N/A,348.13,1122.25,136.97,181.14,1548.75,206.8,394.87,125.15,6119
03-11-2010,139.3,307.22,47.17,#N/A N/A,480.7,117.03,379.95,327.26,218.9,57.19,224.93,191.65,236.23,127.6,347.25,269.49,221.74,132.98,145.39,1695.4,1867.65,296,378.04,243.03,955.07,1496.1,93.18,3609.95,161,#N/A N/A,279.9,517.95,101.53,56.5,77.65,245,225.21,295.97,159.9,526.4,234.59,#N/A N/A,348.73,1117.05,138.93,183.13,1582.35,207.88,400.67,124.55,6160.5
04-11-2010,140.07,308.88,47.35,#N/A N/A,498.64,118,388.75,343.35,226.45,58.3,224.18,191.12,238.92,126.73,349.95,266.31,228.07,135.17,146.08,1734.15,1840.6,299.2,384.64,245.15,965.31,1507.6,95.79,3649.25,162.25,#N/A N/A,280.15,514.55,103.01,57.09,78.73,342.55,230.19,293.95,161.2,534.58,244.19,#N/A N/A,349.85,1121.75,141.7,187.19,1610.35,206.88,402.65,124.3,6281.8
05-11-2010,141.07,309.97,48.09,#N/A N/A,498.93,118.1,395.45,349,232.45,58.5,227.67,191.87,239.34,127.08,352.95,268.9,229.91,134.82,146.51,1753.6,1845.9,302.85,385.21,247.2,965.18,1512.35,95.67,3661,163.58,#N/A N/A,279.95,521.2,103.46,57.4,78.88,349.85,231.52,296.96,162.3,538.88,246.35,#N/A N/A,352.6,1116.85,142.1,187.7,1614.35,210.95,400.86,125.6,6312.45
08-11-2010,142.44,311.18,47.34,#N/A N/A,501.71,117.1,388.43,342.52,230.25,59.4,229.49,190.88,233.54,123.51,348.9,274.08,225.11,133.92,144.22,1760.05,1829.35,306.65,376.99,245.98,960.24,1488.6,93.98,3732,160.83,#N/A N/A,280.9,523.65,101.41,55.32,78.62,330.75,228.24,295.66,161.4,534.08,251.16,#N/A N/A,368.68,1122.55,140.27,187.21,1600.45,209.38,404.74,125.15,6273.2
09-11-2010,138.47,312.46,46.7,#N/A N/A,500.22,118.53,390.53,327.26,230.75,60.16,232.17,191.12,239.85,124.01,349.95,275.54,222.91,133.76,144.37,1757.15,1827.25,319,382.48,246.2,965.71,1471.95,94.08,4002.35,161.58,#N/A N/A,288.05,526.7,101.21,58.39,79.26,326.05,230.75,301.52,162.25,545.55,251.28,#N/A N/A,370.55,1147.55,137.73,188.44,1610,220.18,409.71,127.4,6301.55
10-11-2010,134.78,308.68,46.37,#N/A N/A,497.35,118,403.18,321.46,228.1,59.79,232.21,207.34,239.58,125.96,342.7,274.75,224.68,133.7,146.01,1744,1809.95,314.75,385.33,243.15,961.53,1475.1,92.32,3858.6,161.75,#N/A N/A,285.55,534.8,101.25,57.38,78.69,322.8,228.22,294.76,159.9,546.15,257.74,#N/A N/A,360.85,1132.25,138.2,188.63,1574.6,219.33,410.19,131.9,6275.7
11-11-2010,131.7,304.48,45.72,#N/A N/A,487.29,116.9,406.83,317.59,233.95,59.2,232.8,206.24,235.33,124.52,331.85,265.08,219.62,133.06,143.37,1736.3,1819.9,309.2,381.83,244.33,945.96,1470.4,91.74,3800.2,160.38,#N/A N/A,295.45,512.9,100.66,56.95,77.33,328.55,224.93,285.47,155.4,532.38,252.48,#N/A N/A,352.93,1134.1,136.4,184.83,1567.8,215.83,404.59,128.1,6194.25
12-11-2010,127.62,298.4,44.72,#N/A N/A,479.14,115.9,386.58,302.68,223.1,56.94,232.16,197.78,231.49,121.74,329.65,263.93,217.45,127.91,142.21,1742.95,1824.55,301.8,374.73,239.03,924.56,1454.5,92.94,3830.15,160.17,#N/A N/A,284.05,507.65,100.61,56,76.05,320.15,218.26,275.38,151.85,527.95,246.6,#N/A N/A,347.4,1103.25,131.27,182.08,1581.45,211.95,382.93,124.85,6071.65
15-11-2010,123.52,304.34,45.77,#N/A N/A,475.92,116.77,399.98,316.35,224.05,58,230.64,195.35,238.58,122.88,343.85,266.36,219.08,129.47,144.89,1762.4,1833.8,303.7,378.76,241.23,926.58,1436.9,92.86,3901.6,157.92,#N/A N/A,293.3,516.25,101.09,56.93,75.93,317.2,222.4,279.07,151.55,533,247.78,#N/A N/A,352.88,1098.65,131.83,180.88,1590.85,206.98,380.93,124.75,6121.6
16-11-2010,127.93,293.83,45.72,#N/A N/A,465,113.3,389.15,308.06,211.9,56.84,230.39,189.53,237.26,120.91,339.25,265.84,215.57,123.34,141.06,1751.7,1817.5,298.45,371.37,241.23,891.36,1400.65,91.89,3896.6,155.92,#N/A N/A,283,514.9,98.09,56.33,75.65,318.05,218.6,282.5,148.45,524.45,238.55,#N/A N/A,349.48,1075.85,125.77,172.93,1560.1,205.23,375.45,121.2,5988.7
17-11-2010,127.93,293.83,45.72,#N/A N/A,465,113.3,389.15,308.06,211.9,56.84,230.39,189.53,237.26,120.91,339.25,265.84,215.57,123.34,141.06,1751.7,1817.5,298.45,371.37,241.23,891.36,1400.65,91.89,3896.6,155.92,#N/A N/A,283,514.9,98.09,56.33,75.65,318.05,218.6,282.5,148.45,524.45,238.55,#N/A N/A,349.48,1075.85,125.77,172.93,1560.1,205.23,375.45,121.2,5988.7
18-11-2010,127.59,285.2,45.45,#N/A N/A,466.1,114.63,390.2,306.51,222.2,58.49,228.9,185.96,234.04,123.16,353.95,265.23,213.71,127.76,139.94,1767.85,1913.35,299.55,375.49,241.13,905.93,1430.35,93.85,3762.3,156.54,#N/A N/A,274.3,502.2,98.36,57.04,75.04,326.9,211.71,292.86,147.75,521.4,243.54,#N/A N/A,344.78,1100.05,124.43,171.24,1561.2,205.05,378.19,119.6,5998.8
19-11-2010,121.27,276.94,44.9,#N/A N/A,449.54,113.97,376.5,299.09,212.6,56.85,221.49,183.64,230.36,118.78,342.8,263.66,210.6,123.46,134.07,1770.5,1944.5,299,370.48,230.85,910.49,1405.4,91.71,3624.85,153.46,#N/A N/A,265.15,495.7,94.25,57.32,74,333.55,208.85,296.02,145.3,507.7,235.28,#N/A N/A,335.35,1097.6,123.27,169.86,1562.45,203.08,369.14,120.1,5890.3
22-11-2010,120.46,286.12,45.46,#N/A N/A,456.76,117.27,383.28,303.99,214.8,58.62,223.08,190.59,237.99,119.52,348.1,265.94,216.13,125.14,139.9,1762.7,1954.6,299.65,380.46,240.73,908.6,1420.95,93.33,3707.9,152.71,#N/A N/A,279.65,492.7,97.56,57.07,74.21,333.35,214.55,303.68,146.05,519.55,242.93,#N/A N/A,328.93,1099.85,124.8,170.75,1598.1,202.7,375.97,119.9,6010
23-11-2010,118.24,284.34,45.19,#N/A N/A,449.25,115,381.08,295.34,210.8,57.43,227.61,187.83,237.18,117.57,346.15,263.94,212.11,122.67,139.49,1760.2,1957.65,300.3,376.51,239.6,910.67,1441.5,91.91,3690.95,150,#N/A N/A,288.85,484.15,99,55.38,74.25,320.15,210.35,296.65,145.35,515.03,240.12,#N/A N/A,322.68,1121.7,124.17,168.4,1638.45,199.25,372.86,117.2,5934.75
24-11-2010,115.33,276.96,44.99,#N/A N/A,449.45,115.8,392.33,285.1,207.6,57.84,227.33,186,231.14,116.76,340.7,260.41,207.91,120.27,137.03,1781.25,1931.4,299.8,374.49,237.9,896.4,1416.05,90.2,3792.8,148.46,#N/A N/A,280.85,481.1,97.63,54.62,73.7,310.8,204.56,299.04,144.9,502.38,241.18,#N/A N/A,315,1126.3,122.13,166.65,1611.15,199.13,368.52,116.8,5865.75
25-11-2010,115.72,268.58,45.2,#N/A N/A,441.99,113.13,390.28,282.19,202.8,56.54,227,183.7,232.31,112.12,333.9,252.04,204.47,119.03,135.87,1770.15,1951.05,297.2,383.04,229.4,859.62,1380.1,87.54,3761.15,147.46,#N/A N/A,287.1,476,96.44,54.31,71.38,313.2,202.95,301.92,139.05,510.9,238.6,#N/A N/A,309.43,1135.65,122.77,155.91,1633.75,196.5,361.12,109.95,5799.75
26-11-2010,110.14,266.18,45.36,#N/A N/A,434.25,111.77,378.73,286.27,200.05,56.17,223.13,178.68,229.79,111.28,340.1,254.77,206.83,110.77,136.29,1787.15,1936.55,293.1,380.26,230.5,860.96,1367,72.65,3561.5,147.5,#N/A N/A,284.7,463,98,54.25,70.94,312.7,204.39,300.84,141.3,523.63,230.81,#N/A N/A,311.08,1123.55,121.93,156.2,1613.25,196.3,375.23,112.45,5751.95
29-11-2010,114.77,265.82,45.24,#N/A N/A,450.51,112.4,385.23,287.98,201.75,55.52,224.9,184.19,229.79,113.38,338.1,258.58,207.18,113.22,139.72,1796.85,1946.5,297.8,382.99,233.03,873.29,1406.05,78.94,3566.25,149.5,#N/A N/A,294.35,475.75,98.39,52.79,69.33,317.45,209.87,305.26,143.5,535.65,234.68,#N/A N/A,314.33,1155.2,123.7,157.93,1592.7,201.43,375.36,112.95,5830
30-11-2010,118.67,273.37,46.38,#N/A N/A,444.74,114.6,382.65,299.22,206.55,54.86,223.78,184.65,228.54,112.51,343.3,264.89,207.55,112.79,140.34,1786.7,1982.7,298.25,381.38,238.35,866.69,1422,83.17,3625.35,153.33,#N/A N/A,292.35,479.8,100.94,53.41,68.72,317.25,207.65,324.59,152.4,538,244.37,#N/A N/A,308.48,1137.6,125.67,159.82,1576.6,201.23,379.63,112.95,5862.7
01-12-2010,119.04,284.89,47.32,#N/A N/A,446.18,114.27,401.25,310.02,213.7,57.56,224.33,189.1,236.71,116.33,365.15,268.04,214.38,120.63,138.7,1775.65,1925.45,297.6,381.55,240.08,901.91,1414.1,84.39,3568.05,155.29,#N/A N/A,303,484.4,102.76,54.48,69.3,320.95,212.26,315.94,153.65,540.95,254.62,#N/A N/A,316.33,1148.3,128.9,167.79,1571.2,205.15,386.39,114.75,5960.9
02-12-2010,122.3,291.07,47.59,#N/A N/A,456.27,113.93,394.78,309.92,218.75,58.42,226.45,189.21,239.18,114.3,364.95,265.19,218.99,118.79,142.5,1787.7,1781.2,296.95,387.31,244.28,895.58,1408.85,83.63,3646.2,152.42,#N/A N/A,297.15,506.2,104.81,55.69,72.08,324.85,216.57,311.93,150.35,547.9,261.23,#N/A N/A,316.93,1090.5,126.83,169.09,1574.3,206.23,390.05,115.25,6011.7
03-12-2010,123.05,281.23,47.82,#N/A N/A,453.9,114.2,399.95,307.08,215.35,57.65,222.45,184.82,239.57,112.31,370.25,267.01,219.93,112.01,143.01,1827.95,1839.55,299.25,390.63,242.93,898.38,1400.6,83.65,3671.1,154.29,#N/A N/A,291.3,505.9,105.93,56.14,69.95,321.95,214.81,311.47,147.05,548.67,260.15,#N/A N/A,310.7,1110.5,122.5,167.24,1600.15,199.45,393.31,114.1,5992.8
06-12-2010,123.01,276.49,47.86,#N/A N/A,460.33,112.7,397.4,295.24,221.35,59.57,227.98,184.66,238.33,111.42,370,268.21,220.08,116.79,144.04,1819.4,1774.8,300.3,392.93,240.1,893.07,1408.1,83.27,3745.7,155.88,#N/A N/A,289.05,508.8,106.54,56.08,68.71,320.4,209.31,311.25,147,550.85,268.69,#N/A N/A,306.43,1111.05,122.27,166.36,1585.45,202.28,392.35,114.95,5992.25
07-12-2010,122.06,264.9,47.36,#N/A N/A,465.11,112.13,400.48,286.45,226.8,59.98,231.68,184.7,235.17,110.18,371.35,270.77,222.99,117.01,145.47,1830.1,1789.35,295.75,397.33,231.98,896.22,1428.65,81.99,3739.65,159.67,#N/A N/A,287.35,491.95,108.98,55.66,65.27,320,201.91,314.4,145.7,543.75,264.25,#N/A N/A,302.77,1123.55,120.33,167.89,1606.9,200.23,392.33,115.25,5976.55
08-12-2010,122.26,250.3,45.13,#N/A N/A,460.51,111.17,394.65,280.5,222,58.56,229.2,178.64,228.05,112.95,368.65,265.81,224.22,114.44,145.59,1842.35,1758.1,296.4,391.39,233.23,886.29,1417.15,80,3741.5,159.13,#N/A N/A,277.6,466.85,108.26,55.04,65.1,318.85,200.8,313.32,141.5,539.58,264.38,#N/A N/A,303.6,1100.3,120.1,165.96,1565.7,205.58,394.26,114.85,5903.7
09-12-2010,121.01,249.15,45.1,#N/A N/A,444.24,111.53,380.18,268.69,209.75,56.71,224.55,167.64,223.2,112.22,349.9,264.36,220.27,106.63,146.19,1812.5,1749.9,289.1,393.93,226.38,862.38,1391.15,77.47,3718.3,156.58,#N/A N/A,256.9,460.55,106.35,53.78,64.22,313.2,192.42,305.03,137.75,536.3,252.07,#N/A N/A,299.48,1082.5,114.7,160.16,1532.65,200.03,388.47,111.5,5766.5
10-12-2010,119.43,264.71,45.04,#N/A N/A,462.02,113.53,390.38,273.25,215.3,58.07,224.5,172.35,222.24,113.45,347.45,266.47,220.33,104.06,150.82,1808.35,1785.3,296,393.03,236.1,863.89,1413.25,78.99,3785.8,160.33,#N/A N/A,260.1,469.85,107.95,54.06,66.79,317.3,203.11,298.32,146.6,537.45,246.87,#N/A N/A,301.58,1097.1,114.13,160.5,1490.55,201.18,386.94,110.95,5857.35
13-12-2010,117.18,264.13,45.11,#N/A N/A,470.07,111.43,384.2,274.49,221.6,59.19,225.75,174.41,223.9,113.13,355.4,269.73,221.35,113.03,149.89,1822.1,1773.95,301,393.16,234.6,872.16,1421.85,80.4,3885.75,163.71,#N/A N/A,264.85,476.1,109.41,55.07,67.88,323.15,203.71,299.26,148.25,538.05,252.73,#N/A N/A,302.38,1077.8,109.83,162.1,1496.85,202.8,389.12,112.8,5907.65
14-12-2010,119.21,260.67,44.98,#N/A N/A,476.17,112.27,378.93,279.27,224.75,60.66,226.23,179.25,223.83,112.63,359,274.09,221.98,116.62,151.98,1828.7,1712.75,298.25,394.83,233.78,888.82,1413.85,78.96,3779.9,166.25,#N/A N/A,268.2,483.7,110.88,54.59,68.55,325.3,203.55,302.06,151.45,540.48,258.42,#N/A N/A,300.48,1067.6,110.43,168.46,1493.45,202.65,394.13,114.1,5944.1
15-12-2010,117.55,259.52,45.09,#N/A N/A,475.56,111.33,376.45,269.81,222.05,60.3,223.23,170.86,216.29,117.23,354.5,271.12,220.63,116.02,153.32,1791.1,1621.55,298.75,400.43,224.93,888.6,1395,78.69,3614.85,164.13,#N/A N/A,255.65,476.2,112.1,54.37,67.09,327.85,196.13,306.16,148.3,551.83,261.77,#N/A N/A,300,1053.4,110.8,166.68,1470.15,202.88,378.74,114.8,5892.3
16-12-2010,118,261.87,45.15,#N/A N/A,476.89,112.03,366.48,276.29,224.15,61.95,225,170.34,220.08,116.58,356.7,270.62,221.66,116.48,157.21,1788.8,1681.7,294,411.66,232.13,881.47,1378,77.45,3566.6,164.96,#N/A N/A,250.5,477.6,112.25,54.06,66.85,320.7,201.05,310.3,148.05,570.35,266.54,#N/A N/A,300.93,1060.5,107.37,167.36,1454.35,202.28,375.7,115.15,5948.75
17-12-2010,118,261.87,45.15,#N/A N/A,476.89,112.03,366.48,276.29,224.15,61.95,225,170.34,220.08,116.58,356.7,270.62,221.66,116.48,157.21,1788.8,1681.7,294,411.66,232.13,881.47,1378,77.45,3566.6,164.96,#N/A N/A,250.5,477.6,112.25,54.06,66.85,320.7,201.05,310.3,148.05,570.35,266.54,#N/A N/A,300.93,1060.5,107.37,167.36,1454.35,202.28,375.7,115.15,5948.75
20-12-2010,117.87,254.18,44.54,#N/A N/A,476.84,111.3,372.9,270.04,223.95,62.52,221.63,168.99,217.25,115.23,365.75,276.48,217.41,118.73,159.74,1704.2,1980.5,295.15,418.74,224.95,879.22,1414.85,77.61,3567.85,160.75,#N/A N/A,244.45,468.8,112.29,53.92,66.84,316,200.01,301.92,144.3,583.35,267.33,#N/A N/A,304.27,1074.6,102.4,165.73,1451.5,199.75,379.69,115.45,5947.05
21-12-2010,117.08,263.67,44.84,#N/A N/A,484.24,111.43,377.05,274.38,233.6,63.43,214.08,170.66,221.41,113.9,366.6,291.62,216.83,121.18,162.38,1686.7,1972.5,293.75,416.16,227.38,877.91,1423.3,77.64,3610.65,159.88,#N/A N/A,248,467,113.23,54.65,66.48,313.3,206.97,299.98,149.7,580.4,267.13,#N/A N/A,307.7,1073,106.13,174.79,1452.1,202,386.78,115.8,6000.65
22-12-2010,116.69,262.33,43.64,#N/A N/A,476.53,111.6,378.1,274.5,238.1,63.13,215.6,169.62,217.88,116,361.8,294.15,217.53,119.97,159.64,1676.85,1939.85,293.5,416.56,227.23,868.98,1394.1,77.64,3668.65,160.67,#N/A N/A,250.6,469.25,112.89,55.1,66.23,314.05,205.77,309.36,149.95,574.88,270.13,#N/A N/A,307.33,1063.65,105.67,174.59,1444.9,200.55,383.85,113.6,5984.4
23-12-2010,118.14,262.82,44.21,#N/A N/A,478.04,111.27,375.68,274.63,233.75,62.04,226.48,166.83,219.09,114.73,359.7,296.39,216.71,115.57,160.37,1683.05,1922.8,291.1,420.99,224.55,860.07,1392.35,76.97,3679.8,163.13,#N/A N/A,249.3,469,114.4,54.7,68.15,312.95,205.39,309.4,145.3,570,267.68,#N/A N/A,314.25,1054.1,104.83,171.31,1445.1,198.93,387.01,112.4,5980
24-12-2010,118.4,264.4,44.34,#N/A N/A,478.17,113.27,380.9,275.53,239.6,63.12,236.65,173.8,221.84,112.08,363.7,288.77,215.79,117.03,161.69,1683.85,1930.6,295,421.27,225.48,871.2,1391.5,76.89,3676.35,165.21,#N/A N/A,250.5,466.5,113.76,54.98,67.33,312.15,203.3,314.18,143.75,570.55,258.46,#N/A N/A,318.75,1050.5,107.2,172.36,1444.9,198.38,381.16,112.5,6011.6
27-12-2010,119.76,263.32,44.68,#N/A N/A,476.17,113.17,380.08,275.12,237.65,62.15,239.18,173.93,221.37,111.07,370.1,283.97,216.59,115.62,162.25,1694.15,1937.85,296.25,422.11,223.73,866.67,1394.35,76.96,3686.4,164.17,#N/A N/A,251.95,466.4,113.15,54.39,66.95,307.3,204.65,308.14,143.65,570.6,257.46,#N/A N/A,320.75,1054.6,105.57,173.51,1456.75,197.68,383.35,109.75,5998.1
28-12-2010,119.37,257.78,46.46,#N/A N/A,472.85,114.13,382.18,272.85,237.5,62.38,241.63,173.44,225.62,110.67,371.15,281.25,214.98,114.14,164.34,1689.75,1944.9,294.4,422.83,224.58,862.11,1395.2,77.54,3663.95,163.75,#N/A N/A,251.85,468,114.88,54.08,68.01,303.75,202.15,308.55,140.85,573.17,251.09,#N/A N/A,322.15,1054.1,108.33,173.46,1467,199.45,387.18,109.55,5996
29-12-2010,119.69,262.48,46.25,#N/A N/A,473.17,116.13,386.58,275.52,241.55,62.67,240.15,175.8,232.78,111.52,366.65,281.77,217.23,115.16,163.38,1693.6,1956.25,304.7,425.61,224.45,869.64,1417.9,79.34,3663.7,164.92,#N/A N/A,253.15,466.55,114.33,53.83,67.92,310.25,205.35,319.05,141.35,578.48,252.07,#N/A N/A,325.75,1070.55,110.7,173.74,1484.3,199.9,385.94,109.4,6060.35
30-12-2010,121.88,266.76,45.76,#N/A N/A,474.34,116.37,388.05,274.97,244.65,63.11,241.23,176.81,230.55,109.87,369.05,282.29,215.77,117.71,163.87,1685,1993.65,309.3,430.87,222.48,877.98,1420.45,80.49,3741.55,168.54,#N/A N/A,262.45,469.55,114.86,54.34,68.38,308.05,206.7,322.15,141.7,585.1,257.27,#N/A N/A,323.35,1069.15,114.73,175.03,1480.15,200.7,386.56,107.25,6101.85
31-12-2010,123.53,270.02,45.47,#N/A N/A,477.72,116.43,389.1,281.19,247,63.83,242.48,179.75,234.64,109.73,369.8,287.87,214.7,117.71,164.3,1662.85,1988.15,312.9,430.34,226.83,879.67,1421.6,80.76,3813.75,167.21,#N/A N/A,264.85,455.25,114.06,55.29,68.36,314.75,208.2,323.37,144.05,582.83,258.89,#N/A N/A,323.43,1084.25,115.3,175.6,1541,206.75,390.87,108.1,6134.5
03-01-2011,125.06,273.53,46.22,#N/A N/A,476.32,116.53,393.78,282.21,246.1,66.05,243.65,184.34,239.05,109.99,372.5,287.46,215.47,119.11,161.56,1670.5,1986.6,313.15,432.29,228.55,880.22,1426.05,80.62,3835.85,165.38,#N/A N/A,264.65,465.6,113.54,55.29,68.47,317.3,208.15,323.87,145.05,579.03,258.91,#N/A N/A,326.27,1087.7,112.73,177.91,1476.5,204.68,393.1,111.5,6157.6
04-01-2011,123.8,269.59,46,#N/A N/A,486.03,118.33,390.63,273.56,244.1,65.17,244.95,182.9,234.56,108.93,379.25,283.62,214.51,116.77,162.1,1696.25,1979.35,320.9,435.18,230.25,878.04,1428.75,80.82,3891.6,166.79,#N/A N/A,255.75,461.8,115.29,55.35,68.05,319.2,200.74,321.21,148.55,572.38,256.92,#N/A N/A,332.65,1090.2,111.3,186.15,1429.8,204.8,400.54,113.1,6146.35
05-01-2011,123.79,262.18,45.66,#N/A N/A,485.44,119.87,385.53,269.32,246.5,63.88,244.03,182.06,230.82,105.43,376.35,288.05,211.03,114.75,162.43,1715.25,1903.4,325.7,432.45,224.45,857.11,1412.45,81.03,3900.95,166.25,#N/A N/A,249.05,456.65,118.09,55.18,67.77,309.8,194.43,314.54,157.6,579.48,253.84,#N/A N/A,333.88,1072.55,108.93,182.14,1374.5,205,401.33,112.3,6079.8
06-01-2011,120.94,261.17,44.65,#N/A N/A,489.86,119.27,385.63,262.24,251.35,64.1,250,178.97,232.78,103.13,363.6,284.95,204.55,109.96,162.66,1716.35,1886.25,320.75,434.77,222.55,834.62,1373.9,80.08,3833.8,168.33,#N/A N/A,243.9,453.15,119.43,55.69,66.92,309.1,191.54,318.32,154.95,585.85,249.52,#N/A N/A,330.03,1010.85,107.83,182.46,1327.85,200.83,397.23,111,6048.25
