Date,EIM IS Equity,AXSB IS Equity,BJFIN IS Equity,RELIANCE IS Equity,ITC IS Equity,MM IS Equity,SBIN IS Equity,HNDL IS Equity,TATA IS Equity,SUNP IS Equity,TTAN IS Equity,HDFCB IS Equity,BPCL IS Equity,CIPLA IS Equity,APNT IS Equity,ONGC IS Equity,JSTL IS Equity,WPRO IS Equity,DRRD IS Equity,HMCL IS Equity,HUVR IS Equity,INFO IS Equity,KMB IS Equity,LT IS Equity,MSIL IS Equity,ADE IS Equity,NTPC IS Equity,IIB IS Equity,APHS IS Equity,HCLT IS Equity,PWGR IS Equity,BAF IS Equity,ICICIBC IS Equity,BHARTI IS Equity,ADSEZ IS Equity,TCS IS Equity,TTMT IS Equity,DIVI IS Equity,UTCEM IS Equity,UPLL IS Equity,TECHM IS Equity,BJAUT IS Equity,BRIT IS Equity,GRASIM IS Equity,TATACONS IS Equity
2012-10-30,231.49,236.94,84.79,362.46,189.4,436.83,207.43,110.9,36.87,341.9,257.45,316.83,112.7,354.65,388.79,182.0,73.55,116.24,1724.3,1872.1,550.6,294.79,299.33,728.36,1390.8,26.69,138.46,361.7,777.95,151.6,63.68,123.83,190.03,243.52,125.0,655.75,245.02,580.42,2012.95,77.33,233.44,1802.15,242.18,550.7,150.7
2012-10-31,232.0,236.52,85.16,363.47,188.37,442.23,211.03,116.55,36.79,347.08,259.3,317.1,112.52,363.3,387.12,179.0,73.85,117.28,1756.5,1880.0,546.6,295.38,301.88,723.04,1437.9,26.76,137.79,364.1,779.95,152.0,64.13,124.82,190.95,243.02,127.25,657.75,252.05,599.58,1996.2,76.07,237.11,1816.45,241.83,552.76,150.15
2012-11-01,235.08,241.43,86.1,364.19,186.2,449.9,211.55,116.25,37.29,350.73,285.15,314.3,112.63,375.3,387.86,176.57,76.47,120.82,1765.1,1910.0,537.45,295.58,306.27,725.04,1459.75,28.04,137.88,363.9,764.55,152.03,65.78,125.43,192.25,253.39,125.0,657.63,264.61,600.0,1997.6,78.07,235.83,1845.95,238.5,558.81,159.8
2012-11-02,239.14,243.1,85.7,364.58,188.8,458.73,215.24,117.7,37.74,348.48,289.35,315.15,112.02,377.0,390.33,177.17,75.46,121.94,1774.65,1945.8,533.0,298.51,306.15,744.62,1465.9,27.97,140.13,365.85,766.35,153.55,66.38,125.2,196.3,247.8,127.95,665.6,267.18,596.55,2019.85,78.5,237.9,1897.75,237.45,560.9,158.3
2012-11-05,241.04,242.85,85.56,363.76,192.43,455.25,214.48,114.5,37.3,348.95,289.95,317.5,113.27,380.2,395.7,177.8,75.33,121.24,1797.6,1949.15,533.0,297.31,312.83,744.96,1478.25,27.87,139.54,362.9,783.05,153.46,65.84,122.58,195.94,246.49,127.45,664.8,266.94,573.4,2014.9,78.77,238.86,1858.6,236.28,557.56,158.65
2012-11-06,254.21,244.03,84.99,363.45,192.77,457.48,217.32,112.45,37.43,349.2,290.9,319.77,113.82,396.85,409.54,178.27,74.88,122.41,1786.65,1935.75,532.85,297.71,313.5,740.24,1451.6,28.32,140.54,363.05,821.0,152.1,67.3,126.31,196.49,246.72,134.85,660.28,264.12,569.45,2019.95,79.07,240.83,1846.75,239.98,560.59,157.85
2012-11-07,259.96,246.41,84.63,361.37,193.3,459.8,221.7,113.75,37.71,350.18,292.35,320.02,113.28,396.35,412.04,177.87,75.41,123.03,1794.1,1946.2,534.55,300.55,315.0,741.98,1467.15,28.45,141.08,367.2,877.85,154.04,67.5,128.52,198.72,244.33,130.85,665.75,266.49,580.15,2022.85,79.37,242.28,1861.85,234.45,567.66,159.55
2012-11-08,256.19,244.5,84.17,359.45,192.67,457.05,224.23,113.8,37.89,348.28,293.8,319.5,113.05,393.4,417.81,176.83,74.96,125.56,1776.95,1923.05,533.35,296.91,313.65,726.82,1459.75,28.2,141.67,362.8,858.95,154.63,66.85,126.64,195.64,249.69,130.6,665.6,280.94,582.2,2015.6,77.83,238.66,1844.5,234.83,560.55,167.35
2012-11-09,250.33,243.02,83.83,355.42,192.1,454.7,215.51,113.3,36.64,347.1,289.4,319.68,112.8,393.4,411.43,171.43,74.82,124.02,1768.85,1908.2,529.15,293.59,310.65,720.49,1463.4,27.99,138.92,368.0,804.5,153.68,67.25,127.26,192.58,248.57,127.9,662.48,277.62,582.95,2022.9,75.57,234.76,1852.05,232.9,560.9,168.9
2012-11-12,257.61,245.29,83.35,354.96,189.2,452.8,219.03,112.85,36.03,345.98,294.4,325.65,111.1,392.05,408.96,170.33,74.91,123.33,1776.8,1872.4,529.8,294.87,311.93,713.96,1454.1,28.09,139.58,376.8,801.1,155.0,67.5,133.22,192.44,252.35,129.2,667.25,277.77,594.25,2015.1,73.8,236.91,1856.7,230.33,559.97,168.8
2012-11-13,258.52,244.52,84.63,356.3,189.27,453.38,217.14,113.3,36.2,344.3,291.8,323.52,111.1,394.15,408.32,171.1,74.85,123.48,1755.35,1869.65,529.0,292.29,309.0,714.04,1462.35,27.94,138.96,376.15,816.0,153.95,67.16,133.9,192.68,255.06,128.9,662.65,274.6,603.25,1987.4,74.17,236.15,1842.0,234.8,553.27,171.45
2012-11-15,250.72,246.45,83.69,354.04,184.3,450.83,215.37,111.2,35.22,342.1,299.5,323.13,110.23,388.8,401.5,169.0,73.74,120.99,1721.65,1839.65,533.8,287.04,318.6,713.31,1466.05,29.31,139.08,377.5,793.15,155.16,67.44,133.1,191.75,261.64,131.4,647.08,269.36,598.3,1919.05,72.93,229.55,1835.85,234.7,539.18,178.85
2012-11-16,240.49,245.25,84.17,349.78,183.1,447.23,210.84,108.9,34.72,339.5,295.5,321.13,109.68,379.55,395.11,171.93,73.11,120.1,1756.9,1815.65,521.0,292.92,311.43,701.49,1438.1,28.0,138.67,377.9,834.15,151.94,66.99,132.02,186.78,271.64,127.35,643.4,262.19,585.85,1914.4,75.3,227.73,1813.55,238.53,530.51,173.4
2012-11-19,233.65,242.86,83.88,349.39,187.8,454.4,209.39,107.55,34.1,340.23,289.8,323.38,109.35,382.7,387.68,169.37,72.5,119.79,1738.0,1842.5,516.65,294.82,311.43,692.64,1494.25,28.02,140.29,373.35,817.9,153.96,67.53,130.83,185.66,278.94,127.95,631.17,261.3,582.88,1905.65,76.3,220.81,1850.55,237.83,528.97,164.15
2012-11-20,235.52,243.79,82.9,345.35,187.03,469.25,206.65,105.6,33.82,341.55,290.0,326.93,108.8,379.85,385.0,167.97,70.97,120.99,1738.45,1821.75,520.2,290.59,310.85,688.62,1499.3,27.61,140.29,368.7,855.8,153.41,68.68,130.7,186.2,278.49,123.2,636.4,263.28,581.03,1900.55,74.93,221.05,1827.7,240.93,527.46,159.0
2012-11-21,237.28,247.27,82.47,347.99,190.73,472.03,206.1,107.0,34.22,350.23,297.3,331.85,109.55,389.4,391.99,168.43,70.32,122.68,1736.1,1807.3,524.6,293.73,314.65,695.84,1492.5,27.97,135.0,368.05,839.1,154.38,67.56,129.89,189.9,277.05,123.05,641.1,262.68,587.1,1932.4,73.33,226.16,1819.35,237.68,530.45,160.85
2012-11-22,237.21,251.41,85.38,345.58,192.67,477.68,209.84,108.3,34.33,349.6,294.0,334.55,108.65,387.25,396.81,167.4,71.66,124.02,1730.15,1803.3,524.35,297.83,313.98,707.0,1493.45,27.82,136.58,373.1,849.65,156.82,66.99,128.95,187.75,277.41,122.8,638.23,256.0,588.0,1899.45,73.33,227.53,1815.45,239.03,540.9,159.95
2012-11-23,242.7,251.35,86.16,349.14,191.07,477.03,208.95,107.9,34.23,352.65,296.3,334.88,107.15,381.7,405.41,167.47,71.86,122.7,1743.0,1825.25,530.2,297.19,312.18,705.49,1493.3,28.1,132.83,374.1,848.55,159.11,67.36,132.61,186.38,275.29,123.35,644.3,257.74,585.85,1896.05,74.03,225.91,1817.9,241.9,530.77,163.4
2012-11-26,258.26,253.16,87.87,349.1,191.4,461.03,209.19,109.8,34.88,348.4,298.8,330.95,105.15,381.6,408.34,166.67,72.17,125.57,1759.75,1832.45,537.4,302.18,313.68,715.84,1491.85,28.41,132.88,384.35,851.65,159.99,67.73,132.4,185.15,279.62,125.35,646.85,260.41,588.7,1868.6,73.37,226.98,1821.1,244.38,533.93,163.4
2012-11-27,261.26,258.01,87.27,355.03,196.17,464.18,211.52,112.5,35.27,349.98,303.25,340.25,109.45,390.8,412.39,166.5,73.67,126.74,1787.55,1840.3,541.65,308.83,317.52,721.51,1497.65,28.88,132.13,394.1,876.6,160.73,66.68,132.93,188.02,294.44,129.75,647.6,263.82,588.58,1878.65,74.3,223.53,1862.45,242.1,535.41,163.05
2012-11-29,270.48,262.04,86.62,360.22,198.67,466.95,213.19,113.1,35.35,354.98,307.3,349.93,112.2,404.55,431.98,169.2,73.0,129.22,1808.55,1816.0,548.15,305.66,325.63,739.07,1489.1,28.68,133.83,416.95,805.65,159.7,66.32,132.32,196.68,297.73,125.45,649.05,275.5,590.35,1914.8,76.23,220.18,1950.4,246.6,551.84,162.6
2012-11-30,273.83,263.98,88.22,358.15,199.0,473.5,217.03,116.6,36.23,354.93,311.7,351.98,115.83,414.65,433.04,176.63,74.29,131.53,1819.4,1826.65,538.1,304.61,335.23,741.29,1473.85,29.79,135.33,416.75,819.0,164.13,66.32,133.8,199.97,303.72,130.15,657.0,270.55,592.45,1941.4,78.53,220.03,1930.9,249.1,560.67,165.95
2012-12-03,280.86,264.32,90.08,362.79,197.43,478.83,220.41,117.8,36.65,352.53,306.0,343.48,114.63,413.55,434.67,174.77,75.26,131.98,1831.0,1821.2,536.5,304.89,333.08,741.04,1489.9,32.2,133.71,422.1,815.6,161.96,66.91,133.09,200.42,298.45,132.25,658.4,269.21,585.45,1999.75,83.53,222.98,1926.95,247.0,554.36,168.55
2012-12-04,286.19,264.42,89.24,372.13,196.77,469.35,223.96,117.1,36.6,351.9,305.5,342.58,116.57,411.35,435.2,176.83,75.52,129.8,1831.75,1810.25,533.7,304.68,335.53,737.29,1480.55,31.61,132.17,417.7,805.45,162.05,67.75,132.6,203.52,299.62,134.4,649.73,268.67,585.85,1980.75,82.7,222.26,1957.25,244.45,547.06,166.25
2012-12-05,276.84,266.94,89.36,375.7,198.6,465.05,227.18,121.15,37.36,351.28,305.8,346.3,119.57,414.55,437.79,178.47,77.3,127.41,1832.5,1821.5,531.75,297.81,331.65,740.73,1477.35,30.97,132.25,420.35,805.55,159.75,67.58,132.51,203.6,297.78,133.7,648.95,272.03,583.53,1952.75,82.0,221.96,1929.2,244.2,549.48,165.6
2012-12-06,277.75,272.82,92.52,380.8,200.9,464.43,230.72,122.9,37.51,351.58,308.65,347.38,120.2,411.75,435.66,179.13,77.66,127.04,1846.55,1825.2,535.25,292.29,332.65,744.22,1482.55,32.54,134.25,426.25,819.65,156.36,67.53,130.83,206.49,292.64,135.05,640.35,277.87,583.1,1980.25,82.17,220.59,1949.65,247.23,549.26,165.75
2012-12-07,269.02,265.75,93.81,376.6,201.0,469.6,231.62,123.8,36.98,349.95,307.15,346.55,119.4,410.7,431.26,178.53,76.63,127.16,1839.4,1826.2,530.65,290.14,332.03,744.64,1509.95,32.71,133.21,411.45,810.05,153.51,66.77,129.59,205.76,290.61,137.6,632.08,278.91,590.78,1962.2,84.83,220.09,1940.0,247.88,541.95,169.85
2012-12-10,267.01,264.57,93.93,373.76,201.3,464.65,232.03,123.05,37.55,352.3,296.3,346.5,118.9,417.35,431.59,177.63,76.3,127.8,1883.75,1842.25,534.85,289.19,336.8,739.89,1493.4,33.17,130.75,417.6,806.1,155.34,66.68,127.85,203.9,286.51,137.05,618.6,276.98,590.92,1947.6,84.8,218.54,1961.05,247.68,534.17,172.85
2012-12-11,268.28,265.08,92.35,370.04,202.2,464.88,230.88,119.85,37.16,357.8,295.85,345.43,119.88,416.3,430.02,175.8,75.71,126.94,1881.2,1853.25,544.9,286.76,333.5,741.18,1477.9,33.8,128.5,412.05,804.6,153.59,66.09,127.37,204.12,283.18,134.75,609.85,275.15,581.6,1978.9,83.07,219.88,2006.65,249.48,535.45,169.8
